Organisation,Org_URL,Country,Industry,Pub_Date,Leak_Type,Description,Ransom_URL,Ransom_Group,Views,Leak_Size,Leak_Links,Org_Revenue,Percentage_Leaked
waltersandwolf,https://waltersandwolf.com,United States of America,Engineering and Construction,2022-11-04,Communication Records,"We are disciplined in practicing the Toyota production system, growing and building lean thinkers focused on adding more value to our customers, both internally and externally. You can learn from our system with over 6,000 videos in our content library.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/waltersandwolf,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
waltersandwolf,https://waltersandwolf.com,United States of America,Engineering and Construction,2022-11-04,Employee Data,"We are disciplined in practicing the Toyota production system, growing and building lean thinkers focused on adding more value to our customers, both internally and externally. You can learn from our system with over 6,000 videos in our content library.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/waltersandwolf,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
waltersandwolf,https://waltersandwolf.com,United States of America,Engineering and Construction,2022-11-04,Server Data,"We are disciplined in practicing the Toyota production system, growing and building lean thinkers focused on adding more value to our customers, both internally and externally. You can learn from our system with over 6,000 videos in our content library.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/waltersandwolf,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Generator-power,https://generator-power.co.uk,United Kingdom,Utilities,2022-11-22,Financial Records,"Power Generator HireWe have one of the widest ranges in the UK, with generators and ancillary equipment that can handle anything from a planned event to an emergency power shortage.. Emergency responseWherever you are in the UK, we have the equipment, vehicles and network of depots to solve your power problems.. Project ManagementWe’re experts. So many of our clients ask us for advice. We’re happy to do site surveys and act as consultants to help you work smarter and save more money.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Generator-power,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Generator-power,https://generator-power.co.uk,United Kingdom,Utilities,2022-11-22,Communication Records,"Power Generator HireWe have one of the widest ranges in the UK, with generators and ancillary equipment that can handle anything from a planned event to an emergency power shortage.. Emergency responseWherever you are in the UK, we have the equipment, vehicles and network of depots to solve your power problems.. Project ManagementWe’re experts. So many of our clients ask us for advice. We’re happy to do site surveys and act as consultants to help you work smarter and save more money.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Generator-power,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Generator-power,https://generator-power.co.uk,United Kingdom,Utilities,2022-11-22,Employee Data,"Power Generator HireWe have one of the widest ranges in the UK, with generators and ancillary equipment that can handle anything from a planned event to an emergency power shortage.. Emergency responseWherever you are in the UK, we have the equipment, vehicles and network of depots to solve your power problems.. Project ManagementWe’re experts. So many of our clients ask us for advice. We’re happy to do site surveys and act as consultants to help you work smarter and save more money.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Generator-power,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Generator-power,https://generator-power.co.uk,United Kingdom,Utilities,2022-11-22,Server Data,"Power Generator HireWe have one of the widest ranges in the UK, with generators and ancillary equipment that can handle anything from a planned event to an emergency power shortage.. Emergency responseWherever you are in the UK, we have the equipment, vehicles and network of depots to solve your power problems.. Project ManagementWe’re experts. So many of our clients ask us for advice. We’re happy to do site surveys and act as consultants to help you work smarter and save more money.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Generator-power,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Boss-inc,http://www.boss-inc.biz,United States of America,Professional Services,2022-11-23,Financial Records,"BOSS is made up of a team of educated, experienced professionals who are passionate about assisting human service organizations with the often tedious tasks most people don’t like to do – and perhaps, don’t know how to do. The BOSS team is a group of industry experts who have a combined history of 70 years of experience working with the following types of human service organizations:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Boss-inc,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Boss-inc,http://www.boss-inc.biz,United States of America,Professional Services,2022-11-23,Communication Records,"BOSS is made up of a team of educated, experienced professionals who are passionate about assisting human service organizations with the often tedious tasks most people don’t like to do – and perhaps, don’t know how to do. The BOSS team is a group of industry experts who have a combined history of 70 years of experience working with the following types of human service organizations:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Boss-inc,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Boss-inc,http://www.boss-inc.biz,United States of America,Professional Services,2022-11-23,Employee Data,"BOSS is made up of a team of educated, experienced professionals who are passionate about assisting human service organizations with the often tedious tasks most people don’t like to do – and perhaps, don’t know how to do. The BOSS team is a group of industry experts who have a combined history of 70 years of experience working with the following types of human service organizations:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Boss-inc,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Boss-inc,http://www.boss-inc.biz,United States of America,Professional Services,2022-11-23,Server Data,"BOSS is made up of a team of educated, experienced professionals who are passionate about assisting human service organizations with the often tedious tasks most people don’t like to do – and perhaps, don’t know how to do. The BOSS team is a group of industry experts who have a combined history of 70 years of experience working with the following types of human service organizations:. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Boss-inc,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Landaumedia,https://www.landaumedia.de,Germany,Arts and Entertainment,2022-11-24,Financial Records,"Landau Media is one of the leading players in the field of media monitoring, press review services, and media analysis in Germany.. Thanks to our in-house analysis technology, we can search the media landscape across all media types. We do so not only across Germany, but also on an international level. To cope with the digital transformation, we are constantly adapting our media panel to the rapid changes within the media industry and therefore further expand our customer platform.. More than 10,000 global customers already use our services and digital solutions. We monitor print media, TV, radio, online media including social media and even podcasts and TikTok!. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Landaumedia,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Landaumedia,https://www.landaumedia.de,Germany,Arts and Entertainment,2022-11-24,Communication Records,"Landau Media is one of the leading players in the field of media monitoring, press review services, and media analysis in Germany.. Thanks to our in-house analysis technology, we can search the media landscape across all media types. We do so not only across Germany, but also on an international level. To cope with the digital transformation, we are constantly adapting our media panel to the rapid changes within the media industry and therefore further expand our customer platform.. More than 10,000 global customers already use our services and digital solutions. We monitor print media, TV, radio, online media including social media and even podcasts and TikTok!. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Landaumedia,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Landaumedia,https://www.landaumedia.de,Germany,Arts and Entertainment,2022-11-24,Employee Data,"Landau Media is one of the leading players in the field of media monitoring, press review services, and media analysis in Germany.. Thanks to our in-house analysis technology, we can search the media landscape across all media types. We do so not only across Germany, but also on an international level. To cope with the digital transformation, we are constantly adapting our media panel to the rapid changes within the media industry and therefore further expand our customer platform.. More than 10,000 global customers already use our services and digital solutions. We monitor print media, TV, radio, online media including social media and even podcasts and TikTok!. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Landaumedia,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Landaumedia,https://www.landaumedia.de,Germany,Arts and Entertainment,2022-11-24,Server Data,"Landau Media is one of the leading players in the field of media monitoring, press review services, and media analysis in Germany.. Thanks to our in-house analysis technology, we can search the media landscape across all media types. We do so not only across Germany, but also on an international level. To cope with the digital transformation, we are constantly adapting our media panel to the rapid changes within the media industry and therefore further expand our customer platform.. More than 10,000 global customers already use our services and digital solutions. We monitor print media, TV, radio, online media including social media and even podcasts and TikTok!. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Landaumedia,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Patton,https://www.patton.com/,United States of America,Manufacturing,2022-11-28,Financial Records,"We Built Patton to Solve Two ProblemsMaking Connections: Our mission is to connect real-world customer challenges with high-quality, right-priced technology solutions. Our passion is to help our customers solve problems--and we win their hearts by combining high value products and solutions with unrivaled customer service and technical support. Patton is all about connections.. Keeping up with Change: Technologies converge and networks consolidate; applications; and services diversify and specialized needs emerge in various vertical markets and geographic locations. What was new has become old and Patton helps keep the transitions systematic and orderly by focusing on our customer's needs, developing new technologies that drive into the future while maintaining core technologies that can provide the bridge.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Patton,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
Patton,https://www.patton.com/,United States of America,Manufacturing,2022-11-28,Communication Records,"We Built Patton to Solve Two ProblemsMaking Connections: Our mission is to connect real-world customer challenges with high-quality, right-priced technology solutions. Our passion is to help our customers solve problems--and we win their hearts by combining high value products and solutions with unrivaled customer service and technical support. Patton is all about connections.. Keeping up with Change: Technologies converge and networks consolidate; applications; and services diversify and specialized needs emerge in various vertical markets and geographic locations. What was new has become old and Patton helps keep the transitions systematic and orderly by focusing on our customer's needs, developing new technologies that drive into the future while maintaining core technologies that can provide the bridge.. ",http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion/company/Patton,Cuba,NA,NA,https://kcfgfs7cclscxloy3bf2xtwnayimawtzrbfirfbvl47xt7n2brfiizyd.onion,NA,NA
